transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,transaction_date,store_id,store,store_location,category,reorder_point,reorder_quantity,supplier_id,customer_loyalty_level,promotion_applied
100000415,9308,505765,Laptop,Appliances,4,740.18,5/31/2024 2:04,116,miamifl.com,Online,web-181,99,250,web-122,Platinum,TRUE
100000416,6067,505482,TV,Appliances,4,1551.64,1/29/2024 23:02,102,dallastx.com,Online,web-348,69,244,web-313,Gold,TRUE
100000417,7691,505288,Laptop,Appliances,1,1515.99,3/6/2024 06:18,119,newyorkny.com,Online,web-26,97,275,web-420,Silver,FALSE
100000418,6344,505972,Tablet,Appliances,5,1009.68,4/10/2024 22:19,109,dallastx.com,Online,web-216,106,287,web-418,Platinum,TRUE
100000419,7592,505496,Headphones,Appliances,5,1976.32,5/10/2024 22:31,102,losangelesca.com,Online,web-464,79,198,web-195,Bronze,TRUE
100000420,5844,505603,TV,Electronics,4,1948.68,3/13/2024 12:23,109,miamifl.com,Online,web-452,64,131,web-284,Bronze,FALSE
100000421,3085,505585,Fridge,Electronics,2,77.61,4/20/2024 4:20,105,losangelesca.com,Online,web-200,69,153,web-124,Platinum,TRUE
100000422,4143,505240,TV,Appliances,1,677.64,8/17/2024 2:30,105,chicagoil.com,Online,web-266,94,232,web-454,Bronze,TRUE
100000423,7888,505267,Tablet,Appliances,2,1298.43,8/10/2024 05:49,110,dallastx.com,Online,web-478,78,114,web-463,Platinum,FALSE
100000424,7211,505297,Laptop,Electronics,4,1909.01,6/19/2024 7:59,111,chicagoil.com,Online,web-260,103,214,web-402,Platinum,FALSE
100000425,3851,505331,Smartphone,Electronics,4,1167.42,1/5/2024 11:41,113,losangelesca.com,Online,web-35,63,119,web-489,Platinum,TRUE
100000426,5930,505133,Camera,Appliances,4,1369.82,5/8/2024 17:24,110,losangelesca.com,Online,web-177,66,243,web-358,Silver,TRUE
100000427,7653,505518,Washing Machine,Appliances,2,1782.13,6/29/2024 14:18,103,newyorkny.com,Online,web-183,106,273,web-118,Bronze,TRUE
100000428,9977,505882,Headphones,Electronics,1,1189.73,3/19/2024 7:17,103,losangelesca.com,Online,web-380,101,196,web-279,Platinum,TRUE
100000429,1006,505115,TV,Appliances,5,1274.48,2/15/2024 13:40,119,losangelesca.com,Online,web-239,125,111,web-289,Silver,TRUE
100000430,5978,505376,Smartphone,Appliances,2,1119.59,5/3/2024 11:49,120,miamifl.com,Online,web-56,114,286,web-320,Platinum,TRUE
100000431,5700,505522,Fridge,Electronics,2,323.69,9/16/2024 1:14,106,dallastx.com,Online,web-354,107,210,web-251,Silver,TRUE
100000432,4443,505327,TV,Appliances,4,1966.05,3/16/2024 4:06,112,chicagoil.com,Online,web-166,100,245,web-259,Silver,TRUE
100000433,8043,505860,Laptop,Electronics,4,52.13,5/17/2024 16:55,112,dallastx.com,Online,web-186,72,251,web-139,Gold,TRUE
100000434,6279,505787,TV,Electronics,1,1448.59,8/9/2024 23:42,103,miamifl.com,Online,web-427,148,266,web-399,Platinum,TRUE
100000435,8618,505307,Washing Machine,Electronics,4,539.4,1/18/2024 22:58,105,newyorkny.com,Online,web-212,70,151,web-393,Gold,FALSE
100000436,8238,505875,Camera,Electronics,3,336.92,8/25/2024 14:36,111,miamifl.com,Online,web-346,150,254,web-483,Gold,TRUE
100000437,8244,505309,Smartphone,Electronics,5,1750.23,3/23/2024 10:00,108,newyorkny.com,Online,web-213,146,253,web-247,Silver,TRUE
100000438,4501,505167,Headphones,Electronics,5,1720.4,3/23/2024 12:43,117,dallastx.com,Online,web-41,124,167,web-496,Platinum,TRUE
100000439,9375,505281,Camera,Appliances,5,1612.79,6/7/2024 02:11,102,newyorkny.com,Online,web-440,95,187,web-134,Silver,TRUE
100000440,8752,505549,Laptop,Appliances,5,1940.42,7/25/2024 14:15,116,chicagoil.com,Online,web-215,113,119,web-164,Bronze,FALSE
100000441,3780,505987,Fridge,Electronics,4,739.86,9/11/2024 00:04,117,miamifl.com,Online,web-212,145,109,web-233,Platinum,TRUE
100000442,2389,505731,Headphones,Appliances,5,1084.37,3/24/2024 14:12,103,miamifl.com,Online,web-286,131,198,web-208,Bronze,FALSE
100000443,5649,505601,Laptop,Appliances,4,1951.17,7/20/2024 2:47,119,dallastx.com,Online,web-298,124,268,web-313,Bronze,TRUE
100000444,9445,505804,TV,Electronics,3,322.83,5/18/2024 21:20,103,chicagoil.com,Online,web-456,89,235,web-133,Silver,FALSE
100000445,6491,505432,Camera,Electronics,2,1065.14,4/28/2024 13:09,108,losangelesca.com,Online,web-154,112,151,web-300,Bronze,TRUE
100000446,2530,505987,Camera,Appliances,2,1240.52,8/19/2024 16:07,112,dallastx.com,Online,web-22,85,232,web-124,Bronze,TRUE
100000447,4848,505568,TV,Appliances,5,1748.46,3/21/2024 11:01,101,newyorkny.com,Online,web-289,96,284,web-290,Silver,TRUE
100000448,6085,505352,TV,Electronics,3,963.86,5/1/2024 18:45,112,chicagoil.com,Online,web-122,54,138,web-106,Gold,TRUE
100000449,4680,505537,Laptop,Appliances,2,1696.55,2/10/2024 02:10,108,chicagoil.com,Online,web-215,121,257,web-457,Platinum,TRUE
100000450,4262,505514,TV,Appliances,1,349.45,5/27/2024 11:27,110,miamifl.com,Online,web-478,57,136,web-192,Silver,TRUE
100000451,3414,505894,TV,Electronics,5,493.35,8/20/2024 2:58,120,losangelesca.com,Online,web-382,130,118,web-405,Silver,TRUE
100000452,1400,505142,Fridge,Electronics,1,1148.87,4/25/2024 23:13,109,miamifl.com,Online,web-122,122,197,web-425,Silver,TRUE
100000453,1757,505722,Camera,Appliances,4,908.04,6/23/2024 8:10,103,miamifl.com,Online,web-198,132,137,web-484,Silver,TRUE
100000454,5011,505852,Smartphone,Appliances,3,946.68,3/15/2024 3:16,120,losangelesca.com,Online,web-128,114,249,web-399,Gold,TRUE
100000455,8784,505944,Washing Machine,Appliances,3,607.12,7/18/2024 15:30,116,losangelesca.com,Online,web-208,128,232,web-412,Platinum,FALSE
100000456,2193,505489,Laptop,Appliances,2,901.73,6/3/2024 01:51,104,losangelesca.com,Online,web-327,150,287,web-121,Silver,TRUE
100000457,8461,505837,Tablet,Electronics,1,757.02,8/22/2024 23:59,111,newyorkny.com,Online,web-7,107,196,web-325,Silver,TRUE
100000458,7790,505420,Washing Machine,Appliances,5,762.33,2/28/2024 16:40,116,miamifl.com,Online,web-174,65,103,web-304,Gold,TRUE
100000459,4185,505503,Tablet,Electronics,5,1899.81,2/15/2024 4:48,111,miamifl.com,Online,web-291,109,178,web-147,Silver,FALSE
100000460,7291,505726,TV,Appliances,3,1329.8,4/12/2024 05:17,112,miamifl.com,Online,web-451,79,277,web-397,Silver,TRUE
100000461,9099,505860,Laptop,Electronics,2,180.05,2/25/2024 10:06,116,losangelesca.com,Online,web-189,133,147,web-160,Silver,TRUE
100000462,7547,505685,Smartphone,Electronics,2,1803.74,3/3/2024 01:49,104,miamifl.com,Online,web-160,78,224,web-490,Gold,FALSE
100000463,4997,505708,TV,Appliances,1,1488.74,2/17/2024 4:13,113,dallastx.com,Online,web-61,61,229,web-422,Silver,TRUE
100000464,3417,505649,Smartphone,Appliances,2,1987.19,1/20/2024 16:35,114,newyorkny.com,Online,web-356,147,195,web-358,Silver,TRUE
100000465,1090,505637,Tablet,Appliances,1,1389.13,5/21/2024 22:37,108,dallastx.com,Online,web-211,93,279,web-156,Platinum,FALSE
100000466,2746,505756,Smartphone,Electronics,2,1457.19,3/3/2024 00:13,106,dallastx.com,Online,web-59,149,226,web-479,Gold,TRUE
100000467,7965,505996,TV,Electronics,1,442.86,1/6/2024 04:49,117,newyorkny.com,Online,web-442,113,127,web-258,Bronze,FALSE
100000468,4585,505821,TV,Appliances,5,1026.68,7/22/2024 3:29,105,chicagoil.com,Online,web-464,62,292,web-412,Bronze,FALSE
100000469,3881,505905,Tablet,Electronics,1,1521.5,8/26/2024 10:26,109,losangelesca.com,Online,web-36,104,114,web-374,Bronze,FALSE
100000470,9486,505139,Fridge,Appliances,3,301.82,4/22/2024 0:54,114,chicagoil.com,Online,web-112,54,162,web-207,Gold,TRUE
100000471,8611,505633,Washing Machine,Appliances,1,1232.43,1/29/2024 21:46,108,newyorkny.com,Online,web-106,85,207,web-311,Gold,TRUE
100000472,1822,505211,Headphones,Electronics,3,1584.08,3/16/2024 15:12,101,losangelesca.com,Online,web-300,72,266,web-352,Silver,FALSE
100000473,5082,505562,Smartphone,Appliances,4,1064,9/1/2024 17:59,114,dallastx.com,Online,web-171,98,148,web-367,Silver,FALSE
100000474,2988,505567,TV,Electronics,4,823.04,3/17/2024 4:27,104,chicagoil.com,Online,web-212,60,262,web-234,Bronze,TRUE
100000475,8478,505946,TV,Appliances,3,1052.89,5/21/2024 6:14,114,miamifl.com,Online,web-96,83,103,web-412,Gold,FALSE
100000476,3184,505998,Fridge,Appliances,3,1878.24,7/4/2024 14:54,105,miamifl.com,Online,web-95,148,192,web-107,Platinum,FALSE
100000477,8612,505143,Smartphone,Appliances,5,256.74,7/18/2024 8:44,103,newyorkny.com,Online,web-67,82,196,web-221,Platinum,FALSE
100000478,9702,505998,TV,Electronics,4,869.56,3/22/2024 7:46,118,newyorkny.com,Online,web-133,107,253,web-168,Gold,TRUE
100000479,6198,505351,Headphones,Electronics,3,527.15,4/14/2024 6:19,112,losangelesca.com,Online,web-464,61,185,web-147,Platinum,TRUE
100000480,8251,505631,Headphones,Appliances,4,1544.58,7/17/2024 10:38,114,dallastx.com,Online,web-190,103,266,web-330,Platinum,TRUE
100000481,9270,505650,Washing Machine,Appliances,1,378.21,8/7/2024 20:36,108,dallastx.com,Online,web-476,92,266,web-326,Platinum,TRUE
100000482,7991,505505,TV,Appliances,1,1788.43,4/7/2024 04:09,111,newyorkny.com,Online,web-38,54,293,web-242,Bronze,FALSE
100000483,9976,505852,Headphones,Electronics,1,110.7,7/16/2024 17:50,105,dallastx.com,Online,web-261,83,206,web-388,Platinum,FALSE
100000484,8305,505140,Washing Machine,Appliances,2,1303.51,2/2/2024 09:27,101,miamifl.com,Online,web-76,83,145,web-456,Bronze,TRUE
100000485,3607,505671,Tablet,Appliances,4,1459.01,5/7/2024 04:38,101,miamifl.com,Online,web-191,148,180,web-147,Silver,FALSE
100000486,8777,505496,Camera,Electronics,5,784.65,8/17/2024 20:00,115,miamifl.com,Online,web-202,63,260,web-160,Gold,FALSE
100000487,8373,505628,Fridge,Electronics,4,1264.29,6/28/2024 21:13,114,chicagoil.com,Online,web-310,97,108,web-492,Bronze,TRUE
100000488,5246,505883,Fridge,Appliances,4,595.9,7/23/2024 22:39,103,chicagoil.com,Online,web-206,73,275,web-344,Platinum,TRUE
100000489,5050,505745,Smartphone,Appliances,3,945.53,1/8/2024 18:22,111,dallastx.com,Online,web-34,105,248,web-322,Gold,TRUE
100000490,5543,505150,Washing Machine,Appliances,3,1685.36,3/28/2024 5:30,102,dallastx.com,Online,web-303,83,198,web-324,Silver,TRUE
100000491,9540,505294,Washing Machine,Electronics,5,620.44,3/5/2024 21:45,110,newyorkny.com,Online,web-65,86,257,web-270,Gold,FALSE
100000492,8939,505398,Fridge,Electronics,4,1056.89,7/22/2024 7:51,105,miamifl.com,Online,web-41,94,176,web-290,Silver,TRUE
100000493,4919,505550,Fridge,Appliances,4,242.38,3/20/2024 1:54,102,dallastx.com,Online,web-485,137,118,web-111,Bronze,FALSE
100000494,5499,505507,Smartphone,Electronics,4,1965.27,3/1/2024 17:06,111,dallastx.com,Online,web-74,134,135,web-454,Bronze,TRUE
100000495,8206,505411,Washing Machine,Appliances,3,425.32,4/15/2024 5:27,120,losangelesca.com,Online,web-328,114,154,web-441,Gold,FALSE
100000496,2269,505892,Laptop,Appliances,5,54.85,7/6/2024 19:11,118,chicagoil.com,Online,web-363,144,181,web-120,Silver,TRUE
100000497,5681,505947,Fridge,Appliances,4,835.57,9/3/2024 01:27,113,losangelesca.com,Online,web-219,131,143,web-242,Silver,FALSE
100000498,4841,505392,Fridge,Appliances,5,1694.68,2/23/2024 22:38,117,losangelesca.com,Online,web-462,68,240,web-196,Bronze,TRUE
100000499,5451,505572,Tablet,Appliances,4,466.59,4/26/2024 5:24,112,newyorkny.com,Online,web-290,126,235,web-352,Silver,TRUE
100000500,6502,505270,Headphones,Electronics,3,1934.88,8/31/2024 12:51,114,dallastx.com,Online,web-230,103,239,web-273,Bronze,FALSE
100000501,6238,505532,Smartphone,Electronics,1,1833.78,2/10/2024 12:18,120,newyorkny.com,Online,web-432,144,257,web-428,Platinum,FALSE
100000502,9849,505401,Smartphone,Appliances,4,218.58,5/21/2024 20:20,115,chicagoil.com,Online,web-378,126,249,web-201,Platinum,FALSE
100000503,2320,505727,Headphones,Electronics,2,229.93,3/27/2024 18:48,115,miamifl.com,Online,web-456,86,272,web-477,Gold,TRUE
100000504,3267,505155,Fridge,Electronics,4,1633.33,5/1/2024 03:21,103,miamifl.com,Online,web-159,143,100,web-153,Platinum,FALSE
100000505,3471,505806,Washing Machine,Electronics,3,1850.48,4/21/2024 8:28,110,newyorkny.com,Online,web-285,97,273,web-270,Platinum,FALSE
100000506,4788,505629,Headphones,Appliances,4,1606.55,1/14/2024 0:05,107,losangelesca.com,Online,web-429,82,240,web-328,Bronze,TRUE
100000507,7275,505245,Washing Machine,Appliances,1,226.14,8/5/2024 09:33,107,losangelesca.com,Online,web-389,61,231,web-281,Silver,TRUE
100000508,3503,505574,Headphones,Electronics,3,1104.72,4/12/2024 12:25,114,newyorkny.com,Online,web-358,134,294,web-430,Platinum,TRUE
100000509,4505,505949,Fridge,Appliances,3,341.68,4/18/2024 10:03,101,dallastx.com,Online,web-449,136,295,web-440,Platinum,FALSE
100000510,2052,505761,Washing Machine,Electronics,1,1568.93,6/17/2024 19:55,117,chicagoil.com,Online,web-198,123,232,web-167,Gold,FALSE
100000511,7797,505562,Tablet,Appliances,1,1778.39,1/23/2024 17:35,102,dallastx.com,Online,web-296,64,198,web-190,Gold,TRUE
100000512,7678,505192,Camera,Electronics,4,1655.49,6/1/2024 21:47,119,dallastx.com,Online,web-248,78,295,web-417,Bronze,FALSE
100000513,6421,505839,Smartphone,Appliances,2,1652.32,6/3/2024 09:14,102,newyorkny.com,Online,web-283,143,107,web-264,Bronze,FALSE
100000514,9890,505612,Washing Machine,Electronics,3,1148.1,6/16/2024 2:38,104,newyorkny.com,Online,web-155,109,234,web-126,Platinum,FALSE
100000515,8633,505215,TV,Appliances,3,857.92,9/6/2024 22:24,102,dallastx.com,Online,web-269,121,117,web-466,Platinum,TRUE
100000516,7812,505284,Smartphone,Appliances,2,1120.08,2/27/2024 21:10,103,miamifl.com,Online,web-246,55,123,web-375,Platinum,TRUE
100000517,2020,505897,TV,Appliances,4,1680.15,9/6/2024 19:58,110,losangelesca.com,Online,web-292,82,100,web-226,Bronze,TRUE
100000518,4388,505699,Laptop,Electronics,2,1870.45,8/25/2024 14:03,114,dallastx.com,Online,web-385,126,217,web-386,Silver,FALSE
100000519,7883,505812,Laptop,Appliances,1,1859.31,4/28/2024 4:29,104,newyorkny.com,Online,web-423,114,125,web-301,Gold,FALSE
100000520,7381,505659,Camera,Appliances,5,509.35,8/13/2024 1:44,102,miamifl.com,Online,web-259,112,172,web-118,Platinum,TRUE
100000521,1320,505238,Washing Machine,Electronics,4,947.33,2/21/2024 21:50,107,losangelesca.com,Online,web-321,104,252,web-201,Platinum,TRUE
100000522,7232,505502,Fridge,Appliances,3,331.6,4/6/2024 11:28,120,newyorkny.com,Online,web-310,67,290,web-398,Gold,TRUE
100000523,8814,505523,Fridge,Electronics,5,1324.84,6/25/2024 19:36,105,newyorkny.com,Online,web-209,52,144,web-130,Platinum,FALSE
100000524,1096,505431,Fridge,Appliances,4,282.14,1/19/2024 23:47,116,losangelesca.com,Online,web-378,127,152,web-209,Platinum,TRUE
100000525,6763,505561,Camera,Electronics,5,1268.11,3/13/2024 23:22,117,dallastx.com,Online,web-101,74,280,web-317,Platinum,TRUE
100000526,5892,505125,Fridge,Appliances,2,1894.39,3/5/2024 12:22,117,dallastx.com,Online,web-43,120,202,web-353,Gold,FALSE
100000527,7389,505283,Washing Machine,Electronics,4,102.6,9/1/2024 22:18,117,newyorkny.com,Online,web-292,74,106,web-249,Platinum,TRUE
100000528,7865,505564,Headphones,Electronics,4,345.43,3/12/2024 06:32,118,miamifl.com,Online,web-217,106,162,web-384,Silver,FALSE
100000529,9818,505704,Tablet,Electronics,1,383.96,5/17/2024 17:05,104,dallastx.com,Online,web-476,81,299,web-319,Platinum,FALSE
100000530,9947,505829,Fridge,Appliances,1,969.48,5/11/2024 01:48,118,newyorkny.com,Online,web-114,126,205,web-326,Gold,FALSE
100000531,4613,505306,Laptop,Appliances,5,1663.67,6/1/2024 02:10,120,chicagoil.com,Online,web-29,100,230,web-284,Bronze,FALSE
100000532,8999,505565,Tablet,Appliances,3,160.4,7/19/2024 0:54,107,miamifl.com,Online,web-177,91,107,web-302,Silver,FALSE
100000533,4595,505192,Fridge,Electronics,2,1431.44,5/1/2024 00:43,102,dallastx.com,Online,web-82,144,229,web-341,Silver,TRUE
100000534,5471,505356,Smartphone,Appliances,5,1603.32,7/16/2024 23:00,109,newyorkny.com,Online,web-253,71,266,web-288,Platinum,FALSE
100000535,8140,505431,TV,Appliances,4,1958.06,8/3/2024 14:36,113,losangelesca.com,Online,web-321,89,185,web-204,Platinum,FALSE
100000536,8956,505808,Fridge,Appliances,2,666.9,3/20/2024 10:23,104,miamifl.com,Online,web-26,72,242,web-495,Gold,FALSE
100000537,1475,505764,Headphones,Appliances,3,581.83,3/18/2024 19:43,113,newyorkny.com,Online,web-133,110,269,web-266,Platinum,TRUE
100000538,7371,505828,Camera,Electronics,2,1608.93,5/1/2024 00:06,108,newyorkny.com,Online,web-362,135,229,web-138,Gold,TRUE
100000539,6507,505915,Washing Machine,Electronics,1,1107.2,2/13/2024 11:32,118,miamifl.com,Online,web-104,103,173,web-261,Silver,TRUE
100000540,7624,505267,Camera,Electronics,3,1293.64,6/25/2024 1:20,117,dallastx.com,Online,web-199,50,166,web-227,Gold,TRUE
100000541,3704,505835,Laptop,Appliances,5,158.48,3/1/2024 14:54,104,newyorkny.com,Online,web-292,140,300,web-232,Gold,FALSE
100000542,8657,505850,Fridge,Electronics,4,1782.72,1/29/2024 7:23,114,losangelesca.com,Online,web-448,112,297,web-438,Gold,FALSE
100000543,3091,505226,Fridge,Electronics,1,597.11,3/12/2024 16:28,117,losangelesca.com,Online,web-425,86,169,web-457,Platinum,TRUE
100000544,9751,505193,TV,Appliances,2,958.73,4/8/2024 04:10,116,miamifl.com,Online,web-93,134,153,web-352,Platinum,FALSE
100000545,1441,505216,TV,Electronics,3,920.92,2/6/2024 13:42,118,losangelesca.com,Online,web-92,136,224,web-245,Silver,TRUE
100000546,7455,505823,Washing Machine,Appliances,3,679.77,7/1/2024 14:31,112,chicagoil.com,Online,web-390,65,134,web-203,Gold,FALSE
100000547,1444,505560,Laptop,Appliances,1,556.01,1/19/2024 13:06,103,dallastx.com,Online,web-177,89,299,web-406,Gold,TRUE
100000548,2375,505749,Camera,Electronics,2,1272.88,2/4/2024 17:54,117,miamifl.com,Online,web-416,105,128,web-169,Platinum,TRUE
100000549,8022,505471,Laptop,Appliances,5,918.08,8/6/2024 20:34,112,losangelesca.com,Online,web-288,83,150,web-354,Silver,TRUE
100000550,3223,505187,Smartphone,Appliances,2,1017.98,7/25/2024 13:25,114,chicagoil.com,Online,web-374,147,144,web-100,Bronze,TRUE
100000551,8564,505636,Headphones,Electronics,4,662.06,7/24/2024 0:32,120,chicagoil.com,Online,web-40,84,210,web-365,Bronze,FALSE
100000552,3977,505824,Washing Machine,Electronics,4,1207.03,4/29/2024 14:09,102,miamifl.com,Online,web-216,50,282,web-153,Bronze,TRUE
100000553,1823,505493,Smartphone,Appliances,2,200.92,6/16/2024 22:37,112,chicagoil.com,Online,web-128,71,281,web-187,Silver,TRUE
100000554,5262,505844,Headphones,Electronics,4,1646.16,3/3/2024 04:47,102,dallastx.com,Online,web-68,105,226,web-129,Platinum,FALSE
100000555,7211,505910,TV,Electronics,3,1736.54,1/7/2024 14:14,119,miamifl.com,Online,web-120,138,226,web-334,Platinum,FALSE
100000556,6363,505623,Smartphone,Appliances,2,1104.53,1/6/2024 23:09,113,miamifl.com,Online,web-2,65,206,web-379,Silver,FALSE
100000557,4467,505726,Laptop,Electronics,1,1386.71,8/29/2024 11:34,111,dallastx.com,Online,web-481,74,154,web-122,Gold,TRUE
100000558,8449,505263,Tablet,Appliances,3,1693.84,8/12/2024 07:58,113,losangelesca.com,Online,web-61,95,243,web-490,Silver,TRUE
100000559,6355,505487,Tablet,Appliances,5,1510.45,5/30/2024 0:08,118,losangelesca.com,Online,web-68,74,300,web-466,Bronze,FALSE
100000560,6529,505663,Fridge,Electronics,3,952.4,3/14/2024 16:52,118,losangelesca.com,Online,web-247,86,157,web-113,Silver,FALSE
100000561,7211,505489,Fridge,Appliances,5,179.3,2/8/2024 02:41,106,dallastx.com,Online,web-144,69,298,web-206,Platinum,TRUE
100000562,5558,505144,Tablet,Appliances,5,1187.21,8/12/2024 07:38,113,miamifl.com,Online,web-207,91,118,web-352,Silver,FALSE
100000563,7906,505886,TV,Electronics,5,674.79,5/23/2024 20:45,116,newyorkny.com,Online,web-300,95,283,web-376,Gold,TRUE
100000564,5133,505274,Fridge,Appliances,5,1224.93,6/20/2024 9:14,106,losangelesca.com,Online,web-469,93,250,web-145,Silver,TRUE
100000565,2341,505443,Smartphone,Appliances,3,1137.76,4/26/2024 21:42,117,newyorkny.com,Online,web-367,99,119,web-101,Bronze,FALSE
100000566,8705,505679,Fridge,Electronics,5,639.87,5/18/2024 2:04,102,miamifl.com,Online,web-392,61,275,web-159,Gold,TRUE
100000567,1317,505992,Headphones,Appliances,4,1044.36,6/7/2024 19:34,101,dallastx.com,Online,web-5,121,229,web-101,Platinum,FALSE
100000568,9837,505775,Headphones,Appliances,3,1236.62,8/23/2024 0:40,116,chicagoil.com,Online,web-56,75,114,web-227,Gold,FALSE
100000569,1853,505983,Fridge,Appliances,3,1438.8,6/18/2024 4:13,105,dallastx.com,Online,web-249,68,177,web-424,Silver,TRUE
100000570,6733,505253,Headphones,Electronics,4,811.68,8/15/2024 7:56,116,dallastx.com,Online,web-199,105,159,web-173,Gold,TRUE
100000571,4673,505266,Fridge,Appliances,4,839.72,4/17/2024 4:39,106,miamifl.com,Online,web-104,142,231,web-102,Silver,FALSE
100000572,2124,505989,Tablet,Appliances,2,1122.36,1/21/2024 9:38,101,dallastx.com,Online,web-498,69,176,web-357,Bronze,FALSE
100000573,1659,505248,Tablet,Electronics,3,1035.78,7/28/2024 13:56,118,chicagoil.com,Online,web-55,61,278,web-177,Platinum,TRUE
100000574,1508,505283,Camera,Electronics,3,1123.46,4/28/2024 10:26,104,losangelesca.com,Online,web-385,76,161,web-222,Bronze,TRUE
100000575,5051,505887,Smartphone,Appliances,3,914.42,5/25/2024 3:44,110,dallastx.com,Online,web-310,118,111,web-231,Gold,TRUE
100000576,4266,505829,Headphones,Electronics,3,450.46,4/6/2024 07:16,115,miamifl.com,Online,web-46,82,297,web-149,Platinum,FALSE
100000577,1333,505152,TV,Electronics,2,94.57,1/27/2024 0:19,105,losangelesca.com,Online,web-292,65,251,web-493,Silver,FALSE
100000578,3496,505529,Fridge,Electronics,3,353.33,1/18/2024 16:33,107,newyorkny.com,Online,web-422,138,220,web-307,Platinum,TRUE
100000579,4908,505415,Headphones,Appliances,3,82.94,5/16/2024 22:11,115,miamifl.com,Online,web-257,96,245,web-104,Platinum,FALSE
100000580,3068,505416,Laptop,Appliances,1,984.02,6/30/2024 8:55,107,losangelesca.com,Online,web-441,94,224,web-405,Platinum,FALSE
100000581,8758,505847,Smartphone,Appliances,3,204.58,3/9/2024 15:51,112,dallastx.com,Online,web-217,59,184,web-450,Silver,TRUE
100000582,2874,505887,Washing Machine,Electronics,5,513.7,4/11/2024 01:29,114,losangelesca.com,Online,web-124,51,297,web-414,Bronze,TRUE
100000583,4571,505556,Laptop,Appliances,1,828.34,8/26/2024 6:20,110,losangelesca.com,Online,web-238,123,196,web-112,Bronze,TRUE
100000584,8619,505395,Tablet,Appliances,4,262.11,9/13/2024 11:46,101,chicagoil.com,Online,web-349,135,231,web-395,Silver,TRUE
100000585,5198,505741,Tablet,Electronics,5,273.31,4/2/2024 22:12,115,chicagoil.com,Online,web-333,95,283,web-337,Bronze,TRUE
100000586,7043,505285,Fridge,Appliances,5,1281.61,3/11/2024 11:38,117,miamifl.com,Online,web-8,84,166,web-277,Silver,TRUE
100000587,3749,505220,Fridge,Appliances,5,1352.41,9/10/2024 04:32,108,miamifl.com,Online,web-428,66,145,web-350,Bronze,FALSE
100000588,2876,505234,Headphones,Appliances,2,104.32,7/19/2024 0:10,101,newyorkny.com,Online,web-268,130,130,web-460,Gold,FALSE
100000589,3683,505307,Fridge,Electronics,5,1706.96,2/15/2024 23:20,118,losangelesca.com,Online,web-185,96,242,web-366,Silver,FALSE
100000590,6096,505103,Smartphone,Appliances,2,1489.54,7/12/2024 14:04,108,losangelesca.com,Online,web-341,148,131,web-373,Silver,FALSE
100000591,2771,505737,Smartphone,Electronics,3,1117,4/27/2024 12:45,102,miamifl.com,Online,web-177,68,242,web-281,Bronze,TRUE
100000592,1420,505883,Camera,Appliances,3,1624.2,8/24/2024 5:46,113,newyorkny.com,Online,web-115,111,294,web-158,Platinum,TRUE
100000593,6111,505359,Smartphone,Appliances,5,244.55,8/29/2024 23:51,120,dallastx.com,Online,web-415,93,108,web-305,Platinum,FALSE
100000594,7149,505112,Smartphone,Electronics,4,1860.38,9/9/2024 19:23,115,newyorkny.com,Online,web-198,50,116,web-304,Bronze,TRUE
100000595,7498,505569,TV,Electronics,3,1311.73,4/25/2024 11:47,117,miamifl.com,Online,web-2,97,234,web-143,Bronze,FALSE
100000596,4249,505609,Washing Machine,Electronics,2,1103.04,4/12/2024 10:06,120,newyorkny.com,Online,web-215,101,291,web-388,Bronze,FALSE
100000597,2245,505975,Smartphone,Appliances,5,1304.97,8/30/2024 23:40,119,miamifl.com,Online,web-403,119,220,web-109,Silver,TRUE
100000598,4978,505610,Tablet,Electronics,3,1702.3,8/6/2024 20:18,119,chicagoil.com,Online,web-76,114,171,web-355,Bronze,TRUE
100000599,2669,505656,Washing Machine,Electronics,4,1579.07,6/1/2024 22:26,112,miamifl.com,Online,web-88,131,218,web-302,Gold,FALSE
100000600,5941,505926,TV,Electronics,3,241.67,9/8/2024 19:23,104,losangelesca.com,Online,web-98,57,142,web-233,Silver,TRUE
100000601,2983,505105,Smartphone,Electronics,1,1545.68,5/12/2024 23:09,109,losangelesca.com,Online,web-6,115,253,web-259,Silver,TRUE
100000602,1672,505722,TV,Electronics,5,1640.18,2/9/2024 16:37,112,losangelesca.com,Online,web-211,85,123,web-236,Silver,TRUE
100000603,6688,505605,Laptop,Electronics,5,101.78,1/21/2024 18:44,110,miamifl.com,Online,web-96,132,282,web-406,Gold,TRUE
100000604,9728,505343,Smartphone,Electronics,2,1663.66,2/11/2024 04:18,120,chicagoil.com,Online,web-178,117,277,web-124,Bronze,TRUE
100000605,8018,505322,TV,Electronics,2,63.73,5/17/2024 8:08,118,chicagoil.com,Online,web-213,72,158,web-243,Gold,TRUE
100000606,7071,505702,Headphones,Appliances,2,833.49,3/3/2024 08:29,107,newyorkny.com,Online,web-240,139,126,web-214,Gold,TRUE
100000607,2129,505775,Fridge,Appliances,1,1444.77,3/6/2024 14:53,114,losangelesca.com,Online,web-105,51,131,web-402,Gold,TRUE
100000608,9289,505587,Washing Machine,Appliances,5,1707.13,2/16/2024 7:42,115,newyorkny.com,Online,web-328,106,140,web-247,Bronze,TRUE
