transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,day,month,year,store,store_location,category,supplier_id,customer_level,promotion_applied
100001219,6751,505240,Smartphone,Appliances,3,1123.87,10,6,2024,miamifl.com,Online,web-73,web-249,Bronze,TRUE
100001220,1100,505757,Tablet,Appliances,2,475.98,30,8,2024,losangelesca.com,Online,web-55,web-110,Gold,FALSE
100001221,3972,505925,Laptop,Electronics,5,480.31,23,7,2024,miamifl.com,Online,web-102,web-457,Bronze,TRUE
100001222,3347,505525,TV,Electronics,2,266.33,23,4,2024,losangelesca.com,Online,web-491,web-427,Bronze,TRUE
100001223,7566,505980,TV,Electronics,5,254.51,31,7,2024,newyorkny.com,Online,web-6,web-210,Bronze,TRUE
100001224,2140,505566,Washing Machine,Electronics,1,809.78,24,6,2024,chicagoil.com,Online,web-179,web-138,Silver,TRUE
100001225,3324,505907,Tablet,Appliances,3,381.13,13,3,2024,losangelesca.com,Online,web-150,web-391,Silver,TRUE
100001226,1502,505812,Tablet,Appliances,5,1581.27,17,4,2024,chicagoil.com,Online,web-64,web-453,Gold,TRUE
100001227,2503,505718,Camera,Appliances,2,1163.88,22,6,2024,newyorkny.com,Online,web-477,web-160,Bronze,FALSE
100001228,9691,505535,Headphones,Electronics,4,271.5,20,2,2024,chicagoil.com,Online,web-338,web-303,Gold,TRUE
100001229,4524,505738,Washing Machine,Appliances,5,1563.34,16,7,2024,miamifl.com,Online,web-277,web-317,Silver,FALSE
100001230,7163,505284,TV,Appliances,2,531.45,25,6,2024,losangelesca.com,Online,web-326,web-312,Bronze,TRUE
100001231,7878,505565,Smartphone,Electronics,5,1223.18,21,6,2024,dallastx.com,Online,web-129,web-496,Bronze,FALSE
100001232,8432,505621,Laptop,Appliances,5,1476.19,14,3,2024,dallastx.com,Online,web-335,web-467,Gold,FALSE
100001233,6585,505534,Smartphone,Electronics,1,116.08,16,4,2024,newyorkny.com,Online,web-405,web-161,Bronze,TRUE
100001234,3578,505665,TV,Appliances,1,1520.98,6,5,2024,miamifl.com,Online,web-363,web-317,Bronze,FALSE
100001235,7062,505939,Fridge,Appliances,4,429.64,14,2,2024,dallastx.com,Online,web-89,web-186,Platinum,FALSE
100001236,6105,505560,Headphones,Appliances,4,501.67,28,3,2024,newyorkny.com,Online,web-183,web-259,Platinum,FALSE
100001237,6314,505493,Camera,Appliances,5,1945.52,17,8,2024,dallastx.com,Online,web-322,web-482,Gold,TRUE
100001238,2391,505463,Camera,Electronics,4,470.12,28,1,2024,losangelesca.com,Online,web-34,web-445,Bronze,TRUE
100001239,1861,505331,Washing Machine,Appliances,2,1839.4,23,8,2024,dallastx.com,Online,web-53,web-438,Silver,TRUE
100001240,3549,505290,Tablet,Appliances,4,867.56,11,1,2024,chicagoil.com,Online,web-44,web-303,Silver,TRUE
100001241,3579,505534,Fridge,Appliances,4,989.96,9,1,2024,losangelesca.com,Online,web-494,web-416,Silver,TRUE
100001242,1815,505719,Tablet,Electronics,2,1610.21,30,3,2024,chicagoil.com,Online,web-462,web-470,Gold,TRUE
100001243,2336,505107,Washing Machine,Appliances,2,1916.15,4,2,2024,miamifl.com,Online,web-298,web-379,Gold,FALSE
100001244,5458,505691,Fridge,Electronics,2,583.58,13,9,2024,losangelesca.com,Online,web-335,web-367,Bronze,TRUE
100001245,8259,505610,Laptop,Electronics,5,1599.4,10,4,2024,losangelesca.com,Online,web-21,web-470,Bronze,TRUE
100001246,7947,505967,Smartphone,Appliances,2,598.82,8,6,2024,newyorkny.com,Online,web-100,web-395,Bronze,TRUE
100001247,8957,505848,Headphones,Electronics,5,1659.77,2,9,2024,miamifl.com,Online,web-386,web-429,Platinum,FALSE
100001248,8242,505342,Smartphone,Appliances,5,1113.72,22,7,2024,newyorkny.com,Online,web-180,web-474,Platinum,TRUE
100001249,7785,505829,Headphones,Electronics,4,1398.14,19,3,2024,dallastx.com,Online,web-307,web-320,Bronze,FALSE
100001250,5475,505613,Laptop,Electronics,2,222.79,7,8,2024,newyorkny.com,Online,web-153,web-345,Silver,TRUE
100001251,4531,505375,Laptop,Appliances,2,171.05,24,4,2024,losangelesca.com,Online,web-440,web-301,Gold,FALSE
100001252,9394,505520,TV,Appliances,4,188.76,14,7,2024,newyorkny.com,Online,web-382,web-188,Bronze,TRUE
100001253,2864,505659,Fridge,Appliances,4,896.61,4,6,2024,newyorkny.com,Online,web-7,web-477,Bronze,FALSE
100001254,6655,505690,Washing Machine,Appliances,1,1220.97,29,7,2024,losangelesca.com,Online,web-295,web-138,Platinum,FALSE
100001255,8043,505475,Tablet,Electronics,5,123.51,6,7,2024,losangelesca.com,Online,web-150,web-357,Silver,TRUE
100001256,2816,505134,Smartphone,Appliances,3,1988.25,9,4,2024,miamifl.com,Online,web-85,web-170,Gold,FALSE
100001257,5640,505138,Washing Machine,Electronics,1,1821.98,5,1,2024,miamifl.com,Online,web-338,web-192,Platinum,TRUE
100001258,8972,505681,Fridge,Appliances,5,227.72,3,3,2024,newyorkny.com,Online,web-295,web-259,Platinum,FALSE
100001259,9633,505594,Fridge,Appliances,4,830.89,14,5,2024,losangelesca.com,Online,web-144,web-337,Platinum,FALSE
100001260,6053,505821,Fridge,Electronics,2,1951.87,5,8,2024,newyorkny.com,Online,web-32,web-391,Platinum,FALSE
100001261,1744,505477,Headphones,Electronics,4,1177.77,24,6,2024,newyorkny.com,Online,web-422,web-422,Silver,FALSE
100001262,4612,505215,TV,Electronics,4,1435.24,17,8,2024,miamifl.com,Online,web-92,web-422,Platinum,FALSE
100001263,7475,505694,Smartphone,Appliances,1,1342.69,4,9,2024,dallastx.com,Online,web-160,web-192,Gold,TRUE
100001264,1897,505593,Laptop,Electronics,2,211.92,23,6,2024,dallastx.com,Online,web-289,web-164,Platinum,FALSE
100001265,1125,505807,Smartphone,Appliances,4,98.58,11,9,2024,losangelesca.com,Online,web-229,web-231,Platinum,FALSE
100001266,4349,505181,TV,Appliances,5,1704.42,19,4,2024,chicagoil.com,Online,web-318,web-352,Silver,FALSE
100001267,5938,505245,Laptop,Appliances,3,1329.51,20,2,2024,losangelesca.com,Online,web-319,web-307,Bronze,FALSE
100001268,4460,505847,Washing Machine,Appliances,1,1849.27,19,7,2024,dallastx.com,Online,web-378,web-433,Platinum,TRUE
100001269,3248,505848,Headphones,Electronics,1,1792.58,20,4,2024,dallastx.com,Online,web-420,web-382,Silver,FALSE
100001270,5186,505639,Headphones,Appliances,1,125.37,26,3,2024,chicagoil.com,Online,web-301,web-316,Bronze,FALSE
100001271,5742,505979,TV,Appliances,2,1082.79,1,1,2024,dallastx.com,Online,web-18,web-325,Platinum,FALSE
100001272,6375,505868,Headphones,Appliances,2,1670.05,2,4,2024,dallastx.com,Online,web-373,web-121,Silver,TRUE
100001273,2965,505897,Headphones,Appliances,5,863.6,19,2,2024,newyorkny.com,Online,web-349,web-451,Bronze,TRUE
100001274,1126,505386,Tablet,Electronics,2,863.14,8,3,2024,losangelesca.com,Online,web-116,web-333,Silver,TRUE
100001275,9149,505576,Smartphone,Appliances,2,282.19,23,2,2024,chicagoil.com,Online,web-389,web-152,Platinum,TRUE
100001276,8055,505629,TV,Appliances,2,1836.16,22,5,2024,losangelesca.com,Online,web-395,web-300,Bronze,FALSE
100001277,3878,505180,Laptop,Appliances,5,1998.54,3,3,2024,losangelesca.com,Online,web-71,web-326,Bronze,FALSE
100001278,3116,505635,TV,Electronics,2,1508.58,8,1,2024,dallastx.com,Online,web-126,web-147,Platinum,FALSE
100001279,7229,505724,Headphones,Appliances,1,191.09,2,6,2024,chicagoil.com,Online,web-285,web-426,Gold,TRUE
100001280,9725,505190,Laptop,Appliances,5,1260.65,30,4,2024,newyorkny.com,Online,web-277,web-237,Platinum,TRUE
100001281,4770,505351,Smartphone,Appliances,5,127.13,24,3,2024,newyorkny.com,Online,web-363,web-365,Gold,TRUE
100001282,9196,505583,Headphones,Appliances,2,619.36,16,7,2024,miamifl.com,Online,web-229,web-440,Silver,TRUE
100001283,6802,505745,Smartphone,Electronics,3,287.89,8,9,2024,miamifl.com,Online,web-347,web-392,Platinum,TRUE
100001284,2180,505859,Headphones,Electronics,2,1698.98,27,5,2024,losangelesca.com,Online,web-214,web-283,Silver,TRUE
100001285,7505,505779,Laptop,Electronics,4,441.12,13,9,2024,newyorkny.com,Online,web-239,web-335,Gold,FALSE
100001286,1693,505784,TV,Electronics,5,1028.79,18,7,2024,chicagoil.com,Online,web-199,web-412,Gold,TRUE
100001287,8147,505179,TV,Electronics,1,1498.3,14,2,2024,losangelesca.com,Online,web-436,web-172,Platinum,FALSE
100001288,1307,505800,Tablet,Appliances,5,691.8,4,8,2024,dallastx.com,Online,web-220,web-270,Platinum,FALSE
100001289,8532,505748,Laptop,Appliances,4,1129.36,28,5,2024,chicagoil.com,Online,web-18,web-333,Silver,FALSE
100001290,2275,505652,Camera,Electronics,3,1781.9,10,6,2024,chicagoil.com,Online,web-323,web-374,Gold,FALSE
100001291,6129,505917,Camera,Electronics,1,1993.01,11,5,2024,newyorkny.com,Online,web-198,web-289,Platinum,FALSE
100001292,8033,505693,Camera,Electronics,4,458.58,17,8,2024,dallastx.com,Online,web-425,web-454,Silver,TRUE
100001293,7626,505419,Tablet,Electronics,4,435.09,21,7,2024,newyorkny.com,Online,web-84,web-188,Bronze,FALSE
100001294,7843,505727,Headphones,Electronics,4,879.66,22,1,2024,chicagoil.com,Online,web-430,web-198,Bronze,FALSE
100001295,5743,505154,Smartphone,Electronics,4,1405.95,10,2,2024,newyorkny.com,Online,web-372,web-261,Bronze,FALSE
100001296,2887,505451,Fridge,Appliances,1,1152.67,13,6,2024,losangelesca.com,Online,web-268,web-177,Silver,TRUE
100001297,7636,505647,Headphones,Electronics,1,1359.03,19,8,2024,chicagoil.com,Online,web-295,web-405,Gold,TRUE
100001298,1341,505897,Camera,Appliances,4,997.04,1,2,2024,newyorkny.com,Online,web-480,web-357,Gold,FALSE
100001299,6321,505111,Laptop,Appliances,3,1881.46,20,4,2024,newyorkny.com,Online,web-163,web-128,Silver,FALSE
100001300,3815,505580,Laptop,Electronics,5,1203.77,30,4,2024,dallastx.com,Online,web-458,web-113,Gold,TRUE
100001301,8538,505564,Camera,Appliances,2,450.55,11,6,2024,losangelesca.com,Online,web-428,web-417,Platinum,TRUE
100001302,6928,505624,TV,Electronics,1,1109.91,11,4,2024,miamifl.com,Online,web-36,web-196,Platinum,TRUE
100001303,2443,505580,Headphones,Appliances,5,164.58,17,8,2024,dallastx.com,Online,web-457,web-249,Gold,FALSE
100001304,8155,505687,Smartphone,Appliances,5,681.65,4,1,2024,miamifl.com,Online,web-103,web-488,Gold,TRUE
100001305,2734,505851,Headphones,Electronics,1,987.08,7,9,2024,dallastx.com,Online,web-399,web-135,Platinum,FALSE
100001306,4986,505439,Laptop,Electronics,3,1717.66,4,1,2024,dallastx.com,Online,web-485,web-214,Gold,FALSE
100001307,8138,505531,Tablet,Appliances,2,1773.33,28,4,2024,miamifl.com,Online,web-425,web-497,Gold,TRUE
100001308,7560,505461,Fridge,Appliances,1,1591.9,30,4,2024,chicagoil.com,Online,web-158,web-326,Silver,TRUE
100001309,9584,505917,Headphones,Electronics,5,276.21,27,4,2024,newyorkny.com,Online,web-8,web-222,Bronze,FALSE
100001310,2288,505401,TV,Electronics,2,1759.96,4,6,2024,chicagoil.com,Online,web-331,web-228,Silver,FALSE
100001311,7484,505396,Washing Machine,Electronics,4,1576.25,12,9,2024,miamifl.com,Online,web-108,web-274,Silver,FALSE
100001312,6083,505271,TV,Electronics,5,240.63,20,1,2024,losangelesca.com,Online,web-288,web-237,Bronze,TRUE
100001313,6562,505136,Camera,Electronics,4,1379.6,27,2,2024,chicagoil.com,Online,web-313,web-165,Gold,TRUE
100001314,4630,505811,Headphones,Electronics,4,1856.13,16,1,2024,miamifl.com,Online,web-418,web-246,Platinum,FALSE
100001315,6456,505711,TV,Appliances,1,1642.98,14,8,2024,newyorkny.com,Online,web-498,web-344,Bronze,TRUE
100001316,3754,505867,Fridge,Appliances,4,1992.9,10,7,2024,chicagoil.com,Online,web-240,web-487,Silver,TRUE
100001317,2251,505411,Smartphone,Appliances,5,641.74,7,7,2024,chicagoil.com,Online,web-281,web-149,Platinum,FALSE
100001318,9363,505844,Washing Machine,Electronics,1,954.66,2,9,2024,miamifl.com,Online,web-111,web-133,Silver,TRUE
100001319,2868,505903,TV,Electronics,3,1741.49,14,4,2024,chicagoil.com,Online,web-273,web-277,Silver,TRUE
100001320,9693,505677,Fridge,Electronics,5,365.07,10,4,2024,losangelesca.com,Online,web-236,web-261,Silver,FALSE
100001321,9355,505366,Camera,Electronics,4,1869.06,26,3,2024,newyorkny.com,Online,web-146,web-365,Silver,FALSE
100001322,4176,505162,Smartphone,Electronics,5,1133.51,17,4,2024,losangelesca.com,Online,web-148,web-195,Bronze,FALSE
100001323,6724,505744,Washing Machine,Electronics,5,1327.65,17,7,2024,miamifl.com,Online,web-342,web-192,Gold,TRUE
100001324,6752,505584,Tablet,Electronics,2,614.19,28,1,2024,newyorkny.com,Online,web-358,web-133,Platinum,FALSE
100001325,3419,505692,Washing Machine,Appliances,5,282.5,14,5,2024,chicagoil.com,Online,web-334,web-385,Bronze,TRUE
100001326,4871,505273,Smartphone,Electronics,3,1688.75,5,1,2024,dallastx.com,Online,web-99,web-157,Gold,TRUE
100001327,2684,505686,Washing Machine,Electronics,3,945.78,17,8,2024,miamifl.com,Online,web-10,web-389,Platinum,FALSE
100001328,3399,505152,Smartphone,Appliances,4,1282.4,5,8,2024,dallastx.com,Online,web-270,web-270,Platinum,FALSE
100001329,5193,505772,Smartphone,Appliances,2,668.37,4,2,2024,newyorkny.com,Online,web-51,web-143,Gold,TRUE
100001330,4232,505398,TV,Electronics,1,1821.85,30,6,2024,newyorkny.com,Online,web-261,web-327,Bronze,TRUE
100001331,3842,505928,Washing Machine,Electronics,2,1871.08,24,4,2024,newyorkny.com,Online,web-100,web-147,Platinum,TRUE
100001332,3504,505855,Smartphone,Electronics,4,196.41,10,9,2024,losangelesca.com,Online,web-208,web-500,Silver,FALSE
100001333,2234,505739,Headphones,Electronics,4,1862.4,16,1,2024,losangelesca.com,Online,web-122,web-409,Gold,FALSE
100001334,3902,505127,Laptop,Electronics,3,465.6,17,5,2024,miamifl.com,Online,web-82,web-100,Bronze,TRUE
100001335,9095,505393,Headphones,Appliances,4,900.47,29,5,2024,newyorkny.com,Online,web-353,web-330,Bronze,TRUE
100001336,8601,505596,Smartphone,Electronics,5,1705.81,13,5,2024,chicagoil.com,Online,web-387,web-113,Platinum,TRUE
100001337,8354,505184,Smartphone,Appliances,4,768.58,2,3,2024,miamifl.com,Online,web-291,web-322,Platinum,FALSE
100001338,6295,505229,Fridge,Electronics,2,792.1,24,8,2024,miamifl.com,Online,web-340,web-333,Bronze,TRUE
100001339,6179,505617,TV,Electronics,5,1727.36,10,2,2024,dallastx.com,Online,web-104,web-341,Platinum,TRUE
100001340,3473,505178,Tablet,Appliances,3,415.67,29,7,2024,dallastx.com,Online,web-324,web-434,Bronze,TRUE
100001341,8205,505971,Smartphone,Electronics,5,189.91,3,8,2024,newyorkny.com,Online,web-319,web-318,Gold,TRUE
100001342,2118,505902,Tablet,Electronics,1,1130.51,12,9,2024,chicagoil.com,Online,web-446,web-441,Bronze,TRUE
100001343,8682,505384,Fridge,Electronics,2,1929.77,17,5,2024,miamifl.com,Online,web-350,web-410,Gold,FALSE
100001344,8245,505358,TV,Appliances,3,123.14,22,1,2024,dallastx.com,Online,web-419,web-201,Silver,FALSE
100001345,5961,505235,Washing Machine,Electronics,4,1292.45,25,6,2024,chicagoil.com,Online,web-229,web-159,Platinum,FALSE
100001346,5500,505730,Fridge,Electronics,2,638.25,26,6,2024,losangelesca.com,Online,web-361,web-207,Platinum,TRUE
100001347,1920,505387,Tablet,Electronics,3,1942.72,19,5,2024,chicagoil.com,Online,web-4,web-149,Bronze,TRUE
100001348,6766,505381,Smartphone,Appliances,5,1332.36,21,1,2024,newyorkny.com,Online,web-92,web-300,Bronze,FALSE
100001349,9312,505978,Laptop,Appliances,5,788.95,29,3,2024,miamifl.com,Online,web-197,web-252,Gold,FALSE
100001350,2215,505363,Tablet,Appliances,5,1575.79,17,3,2024,miamifl.com,Online,web-385,web-260,Silver,TRUE
100001351,6085,505114,Fridge,Electronics,5,1997.57,20,2,2024,losangelesca.com,Online,web-195,web-224,Platinum,FALSE
100001352,8565,505859,Fridge,Appliances,2,380.17,6,4,2024,losangelesca.com,Online,web-124,web-383,Gold,TRUE
100001353,8404,505214,Laptop,Electronics,3,1300.76,28,4,2024,newyorkny.com,Online,web-261,web-200,Bronze,TRUE
100001354,1616,505718,Tablet,Electronics,3,281.99,6,6,2024,chicagoil.com,Online,web-85,web-198,Platinum,TRUE
100001355,1932,505278,Laptop,Electronics,2,603.72,2,9,2024,losangelesca.com,Online,web-449,web-304,Silver,FALSE
100001356,7041,505705,Laptop,Electronics,5,143.38,8,1,2024,losangelesca.com,Online,web-2,web-251,Platinum,TRUE
100001357,5703,505856,Smartphone,Electronics,3,1434.47,9,8,2024,losangelesca.com,Online,web-241,web-182,Bronze,TRUE
100001358,2257,505254,TV,Electronics,4,210.68,9,6,2024,dallastx.com,Online,web-62,web-278,Silver,TRUE
100001359,2479,505774,Tablet,Appliances,1,704.26,23,7,2024,losangelesca.com,Online,web-178,web-265,Silver,TRUE
100001360,9307,505557,Headphones,Electronics,4,696.42,2,6,2024,miamifl.com,Online,web-477,web-104,Bronze,FALSE
100001361,7299,505478,Smartphone,Electronics,3,851.38,4,3,2024,dallastx.com,Online,web-158,web-214,Gold,TRUE
100001362,8581,505927,Laptop,Appliances,2,1343.75,7,5,2024,losangelesca.com,Online,web-286,web-284,Bronze,FALSE
100001363,1672,505279,Laptop,Appliances,5,1933.33,4,1,2024,chicagoil.com,Online,web-40,web-225,Platinum,TRUE
100001364,8368,505367,Tablet,Appliances,5,411.81,22,5,2024,newyorkny.com,Online,web-282,web-224,Silver,FALSE
100001365,4084,505901,Camera,Appliances,1,179.54,8,5,2024,chicagoil.com,Online,web-166,web-455,Silver,FALSE
100001366,6267,505817,Tablet,Appliances,4,1118.34,20,6,2024,chicagoil.com,Online,web-60,web-477,Silver,TRUE
100001367,8792,505341,TV,Appliances,3,1637.59,5,8,2024,losangelesca.com,Online,web-113,web-482,Silver,TRUE
100001368,9214,505596,Smartphone,Appliances,4,707.41,27,7,2024,newyorkny.com,Online,web-114,web-470,Platinum,FALSE
100001369,3471,505285,Washing Machine,Appliances,2,1996.76,27,5,2024,miamifl.com,Online,web-422,web-189,Silver,TRUE
100001370,2013,505918,Washing Machine,Appliances,5,392.23,16,9,2024,losangelesca.com,Online,web-443,web-475,Bronze,TRUE
100001371,8381,505640,Smartphone,Appliances,4,1329.18,6,5,2024,chicagoil.com,Online,web-53,web-145,Platinum,FALSE
100001372,2695,505982,Headphones,Electronics,4,1492.21,26,4,2024,dallastx.com,Online,web-39,web-116,Bronze,FALSE
100001373,6626,505133,Camera,Appliances,5,1792.17,7,9,2024,newyorkny.com,Online,web-416,web-151,Bronze,TRUE
100001374,2381,505451,Washing Machine,Electronics,3,53.93,27,8,2024,chicagoil.com,Online,web-240,web-182,Bronze,FALSE
100001375,9266,505186,Smartphone,Electronics,1,1284.34,4,2,2024,miamifl.com,Online,web-260,web-272,Silver,FALSE
100001376,3827,505248,TV,Electronics,4,601.84,27,5,2024,losangelesca.com,Online,web-212,web-253,Bronze,TRUE
100001377,1641,505709,Laptop,Electronics,5,1455.29,5,2,2024,chicagoil.com,Online,web-28,web-457,Platinum,TRUE
100001378,5059,505941,Headphones,Appliances,5,176.76,5,6,2024,dallastx.com,Online,web-174,web-306,Silver,FALSE
100001379,8172,505257,Tablet,Appliances,4,1429.79,25,1,2024,dallastx.com,Online,web-224,web-330,Platinum,TRUE
100001380,8199,505957,Laptop,Electronics,4,1188.31,1,4,2024,chicagoil.com,Online,web-424,web-267,Platinum,FALSE
100001381,9586,505607,Laptop,Appliances,1,1214.56,1,8,2024,newyorkny.com,Online,web-229,web-493,Bronze,FALSE
100001382,9564,505870,Tablet,Appliances,5,1246.48,21,4,2024,miamifl.com,Online,web-207,web-405,Platinum,FALSE
100001383,3600,505522,Headphones,Appliances,1,1065.16,7,8,2024,dallastx.com,Online,web-431,web-135,Platinum,TRUE
100001384,6962,505888,Tablet,Appliances,5,1834.06,17,4,2024,chicagoil.com,Online,web-231,web-249,Bronze,TRUE
100001385,7108,505492,Fridge,Appliances,5,749.83,24,8,2024,newyorkny.com,Online,web-252,web-396,Platinum,TRUE
100001386,5634,505343,Smartphone,Electronics,4,811.33,13,2,2024,dallastx.com,Online,web-36,web-401,Platinum,FALSE
100001387,7347,505776,Laptop,Appliances,3,600.54,18,7,2024,chicagoil.com,Online,web-303,web-442,Platinum,FALSE
100001388,7697,505550,TV,Appliances,4,1161.92,20,6,2024,newyorkny.com,Online,web-69,web-409,Bronze,TRUE
100001389,6543,505843,Laptop,Electronics,3,1901.79,16,6,2024,newyorkny.com,Online,web-360,web-283,Platinum,TRUE
100001390,1857,505752,TV,Electronics,5,480.77,10,1,2024,miamifl.com,Online,web-400,web-392,Silver,FALSE
100001391,6482,505271,Fridge,Electronics,3,163.79,30,6,2024,chicagoil.com,Online,web-447,web-490,Platinum,FALSE
100001392,2079,505315,Fridge,Appliances,5,770.03,10,9,2024,miamifl.com,Online,web-416,web-487,Platinum,FALSE
100001393,6401,505691,Smartphone,Electronics,5,1202.15,3,1,2024,newyorkny.com,Online,web-340,web-329,Platinum,TRUE
100001394,2548,505851,Camera,Appliances,3,1275.9,21,3,2024,newyorkny.com,Online,web-286,web-341,Bronze,FALSE
100001395,7333,505962,Headphones,Electronics,4,1474.41,2,6,2024,newyorkny.com,Online,web-282,web-121,Gold,FALSE
100001396,5655,505453,TV,Appliances,3,893.74,16,3,2024,miamifl.com,Online,web-310,web-219,Bronze,FALSE
100001397,5128,505155,Fridge,Appliances,1,728.34,8,5,2024,dallastx.com,Online,web-69,web-148,Platinum,TRUE
100001398,3463,505757,Tablet,Electronics,5,1343.65,10,2,2024,chicagoil.com,Online,web-390,web-459,Silver,TRUE
100001399,6461,505370,Washing Machine,Electronics,2,833.69,27,4,2024,newyorkny.com,Online,web-17,web-345,Platinum,TRUE
100001400,2335,505873,Smartphone,Electronics,5,762.96,22,3,2024,miamifl.com,Online,web-447,web-100,Gold,TRUE
100001401,3317,505939,Tablet,Electronics,5,1567.68,25,2,2024,newyorkny.com,Online,web-116,web-284,Platinum,FALSE
100001402,6731,505218,TV,Appliances,3,627.68,12,3,2024,miamifl.com,Online,web-30,web-319,Bronze,FALSE
100001403,6082,505153,Tablet,Appliances,1,334.01,28,8,2024,losangelesca.com,Online,web-471,web-372,Bronze,TRUE
100001404,7421,505271,Headphones,Appliances,4,1981.52,18,5,2024,miamifl.com,Online,web-79,web-436,Platinum,TRUE
100001405,3112,505575,Camera,Appliances,4,924.1,30,4,2024,newyorkny.com,Online,web-271,web-471,Silver,FALSE
100001406,2388,505508,Tablet,Appliances,2,1462.6,30,6,2024,miamifl.com,Online,web-496,web-164,Silver,TRUE
100001407,6072,505587,Camera,Appliances,3,938.59,11,5,2024,newyorkny.com,Online,web-227,web-289,Bronze,FALSE
100001408,7171,505408,Tablet,Appliances,4,809.95,25,8,2024,chicagoil.com,Online,web-163,web-382,Silver,FALSE
100001409,6381,505587,Camera,Electronics,5,309.87,12,7,2024,newyorkny.com,Online,web-411,web-200,Platinum,TRUE
100001410,3093,505864,Tablet,Appliances,3,1324.15,23,1,2024,newyorkny.com,Online,web-224,web-195,Bronze,FALSE
100001411,9624,505870,Laptop,Electronics,2,839.93,15,5,2024,dallastx.com,Online,web-138,web-121,Silver,TRUE
100001412,2531,505645,Smartphone,Appliances,4,100.49,11,4,2024,dallastx.com,Online,web-17,web-134,Bronze,FALSE
100001413,7937,505339,Smartphone,Electronics,5,796.42,29,8,2024,chicagoil.com,Online,web-183,web-236,Gold,FALSE
100001414,9331,505488,Fridge,Electronics,5,65.59,29,2,2024,chicagoil.com,Online,web-257,web-210,Bronze,TRUE
100001415,6928,505799,Camera,Electronics,5,93.98,16,2,2024,dallastx.com,Online,web-319,web-268,Platinum,FALSE
100001416,1298,505822,Smartphone,Electronics,1,133.53,19,2,2024,miamifl.com,Online,web-385,web-256,Bronze,FALSE
100001417,6940,505499,Fridge,Appliances,4,623.42,14,2,2024,newyorkny.com,Online,web-464,web-289,Platinum,FALSE
100001418,6060,505585,Smartphone,Appliances,3,1997.92,30,8,2024,losangelesca.com,Online,web-95,web-298,Silver,FALSE
100001419,3953,505368,Headphones,Electronics,5,1845.91,21,4,2024,miamifl.com,Online,web-121,web-198,Platinum,TRUE
100001420,4509,505248,Headphones,Appliances,5,266.9,23,8,2024,chicagoil.com,Online,web-347,web-302,Silver,FALSE
100001421,6598,505643,Camera,Appliances,1,483.84,5,2,2024,chicagoil.com,Online,web-428,web-341,Bronze,TRUE
100001422,8967,505991,Tablet,Appliances,3,1974.32,6,3,2024,chicagoil.com,Online,web-6,web-415,Platinum,FALSE
100001423,4145,505545,Headphones,Appliances,3,787.24,13,9,2024,chicagoil.com,Online,web-107,web-361,Platinum,TRUE
100001424,4711,505112,Washing Machine,Electronics,3,1314.15,29,7,2024,newyorkny.com,Online,web-213,web-363,Silver,TRUE
100001425,3253,505395,Camera,Appliances,1,1923.99,25,4,2024,newyorkny.com,Online,web-6,web-451,Gold,FALSE
100001426,3538,505916,Headphones,Appliances,5,1729.23,6,8,2024,losangelesca.com,Online,web-193,web-217,Silver,FALSE
100001427,2264,505559,Tablet,Appliances,2,558.32,28,1,2024,miamifl.com,Online,web-224,web-323,Gold,TRUE
100001428,5846,505491,Laptop,Electronics,5,1585.53,11,6,2024,chicagoil.com,Online,web-250,web-356,Silver,FALSE
100001429,2657,505794,Smartphone,Appliances,4,1048.31,28,8,2024,dallastx.com,Online,web-271,web-321,Platinum,FALSE
100001430,9317,505423,Smartphone,Electronics,1,1567.16,2,1,2024,chicagoil.com,Online,web-246,web-220,Platinum,FALSE
100001431,9843,505642,Camera,Appliances,3,250.08,6,4,2024,miamifl.com,Online,web-56,web-314,Platinum,FALSE
100001432,9626,505799,Smartphone,Appliances,2,60.04,23,8,2024,dallastx.com,Online,web-304,web-423,Bronze,FALSE
100001433,1618,505142,Fridge,Electronics,1,1938.41,1,7,2024,newyorkny.com,Online,web-446,web-253,Platinum,TRUE
100001434,6517,505199,Washing Machine,Appliances,1,1961.91,1,4,2024,newyorkny.com,Online,web-329,web-442,Gold,FALSE
100001435,3147,505644,Washing Machine,Electronics,2,853.11,8,5,2024,miamifl.com,Online,web-86,web-259,Bronze,FALSE
100001436,7172,505752,Tablet,Electronics,4,1105.92,26,5,2024,losangelesca.com,Online,web-136,web-468,Gold,FALSE
100001437,3527,505462,Tablet,Electronics,2,165.04,9,8,2024,chicagoil.com,Online,web-388,web-258,Gold,TRUE
100001438,3658,505964,Fridge,Electronics,4,580.29,9,9,2024,miamifl.com,Online,web-305,web-396,Gold,TRUE
100001439,3962,505542,Headphones,Appliances,1,1945.39,1,1,2024,chicagoil.com,Online,web-241,web-359,Bronze,FALSE
100001440,3712,505725,Smartphone,Electronics,4,1531.41,13,1,2024,losangelesca.com,Online,web-339,web-159,Silver,FALSE
100001441,8170,505767,Tablet,Electronics,4,997.43,15,9,2024,chicagoil.com,Online,web-475,web-115,Bronze,TRUE
100001442,1715,505978,Camera,Electronics,3,1095.78,10,5,2024,newyorkny.com,Online,web-89,web-438,Platinum,TRUE
100001443,7731,505379,Smartphone,Appliances,5,65.03,6,4,2024,chicagoil.com,Online,web-193,web-306,Bronze,TRUE
